SPECIES;NAME;LAT;LONG;MAX_AGE;MIN_AGE;MIS;PERIOD;EARLY_INTERVALL;LATE_INTERVALL;COUNTRY;STATE;REFERENCE;NOTIZ
Mammuthus primigenius;Williamson, Wayne County;43.231998;-77.177002;2.588;0.0117;;NA;Pleistocene;;US;New York;Hay, O. P. (1919): On Some Proboscideans of the State of New York. In: Science (1268), S. 377–379. DOI: 10.1126/science.49.1268.377-b.;
Mammuthus primigenius;Woerden;52.099848;4.87824;2.588;0.012;;NA;Pleistocene;;Netherlands;;"van Kolfschoten, Thijs; van der Jagt, Inge; Beeren, Zoë; Argiti, Vasiliki; van der Leije, Judith; van Essen, Hans et al. (2011): A remarkable collection of Late Pleistocene reindeer (Rangifer tarandus) remains from Woerden (The Netherlands). In: Quaternary International 238 (1-2), S. 4–11. DOI: 10.1016/j.quaint.2010.12.033.";
Mammuthus primigenius;Wójcice B;50.460798;17.212748;0.126;0.012;05. Jan;NA;Late Pleistocene;;Poland;;"Marciszak, Adrian; Kotowski, Adam; Przybylski, Bogus?aw; Badura, Janusz; Wi?niewski, Andrzej; Stefaniak, Krzysztof (2019): Large mammals from historical collections of open-air sites of Silesia (southern Poland) with special reference to carnivores and rhinoceros. In: Historical Biology 31 (6), S. 696–730. DOI: 10.1080/08912963.2017.1388377.";
Mammuthus primigenius;Wrangel Island;71;179;0.02011;0.01989;2;K;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Wrangel Island;71;179;0.0226;0.0222;2;K;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Wrangel Island;71;179;0.0227;0.0221;2;K;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Wrangel Island;71;179;0.030131;0.030131;3;W;Late Pleistocene;;Russia;;"Chang, Dan; Knapp, Michael; Enk, Jacob; Lippold, Sebastian; Kircher, Martin; Lister, Adrian et al. (2017): The evolutionary and phylogeographic history of woolly mammoths: a comprehensive mitogenomic analysis. In: Scientific reports 7, S. 44585. DOI: 10.1038/srep44585.";"calibrated median; supplemental data"
Mammuthus primigenius;Wrangel Island;71;179;0.030141;0.030131;3;W;Late Pleistocene;;Russia;;"Chang, Dan; Knapp, Michael; Enk, Jacob; Lippold, Sebastian; Kircher, Martin; Lister, Adrian et al. (2017): The evolutionary and phylogeographic history of woolly mammoths: a comprehensive mitogenomic analysis. In: Scientific reports 7, S. 44585. DOI: 10.1038/srep44585.";"calibrated median; supplemental data"
Mammuthus primigenius;Wrangel Island;71.152592;-179.768611;0.0048;0.004;1;W;Middle Holocene;;Russia;;"Fox, David L.; Fisher, Daniel C.; Vartanyan, Sergey; Tikhonov, Alexei N.; Mol, Dick; Buigues, Bernard (2007): Paleoclimatic implications of oxygen isotopic variation in late Pleistocene and Holocene tusks of Mammuthus primigenius from northern Eurasia. In: Quaternary International 169-170, S. 154–165. DOI: 10.1016/j.quaint.2006.09.001.";
Mammuthus primigenius;Wrangel Island;71.152592;-179.768611;0.00672;0.00572;1;W;Middle Holocene;;Russia;;"Fox, David L.; Fisher, Daniel C.; Vartanyan, Sergey; Tikhonov, Alexei N.; Mol, Dick; Buigues, Bernard (2007): Paleoclimatic implications of oxygen isotopic variation in late Pleistocene and Holocene tusks of Mammuthus primigenius from northern Eurasia. In: Quaternary International 169-170, S. 154–165. DOI: 10.1016/j.quaint.2006.09.001.";
Mammuthus primigenius;Wrangel Island;71.152592;-179.768611;0.00689;0.00549;1;W;Middle Holocene;;Russia;;"Fox, David L.; Fisher, Daniel C.; Vartanyan, Sergey; Tikhonov, Alexei N.; Mol, Dick; Buigues, Bernard (2007): Paleoclimatic implications of oxygen isotopic variation in late Pleistocene and Holocene tusks of Mammuthus primigenius from northern Eurasia. In: Quaternary International 169-170, S. 154–165. DOI: 10.1016/j.quaint.2006.09.001.";
Mammuthus primigenius;Wrangel Island;71.152592;-179.768611;0.00716;0.00596;1;W;Middle Holocene;;Russia;;"Fox, David L.; Fisher, Daniel C.; Vartanyan, Sergey; Tikhonov, Alexei N.; Mol, Dick; Buigues, Bernard (2007): Paleoclimatic implications of oxygen isotopic variation in late Pleistocene and Holocene tusks of Mammuthus primigenius from northern Eurasia. In: Quaternary International 169-170, S. 154–165. DOI: 10.1016/j.quaint.2006.09.001.";
Mammuthus primigenius;Wrangel Island;71.28;-178.89;0.004641;0.004641;1;W;Late Pleistocene;;Russia;;"Chang, Dan; Knapp, Michael; Enk, Jacob; Lippold, Sebastian; Kircher, Martin; Lister, Adrian et al. (2017): The evolutionary and phylogeographic history of woolly mammoths: a comprehensive mitogenomic analysis. In: Scientific reports 7, S. 44585. DOI: 10.1038/srep44585.";"calibrated median; supplemental data"
Mammuthus primigenius;Wrangel Island;71.28;-178.89;0.007529;0.007529;1;W;Late Pleistocene;;Russia;;"Chang, Dan; Knapp, Michael; Enk, Jacob; Lippold, Sebastian; Kircher, Martin; Lister, Adrian et al. (2017): The evolutionary and phylogeographic history of woolly mammoths: a comprehensive mitogenomic analysis. In: Scientific reports 7, S. 44585. DOI: 10.1038/srep44585.";"calibrated median; supplemental data"
Mammuthus primigenius;Wrangel Island;71.28;-178.89;0.032765;0.032765;3;W;Late Pleistocene;;Russia;;"Chang, Dan; Knapp, Michael; Enk, Jacob; Lippold, Sebastian; Kircher, Martin; Lister, Adrian et al. (2017): The evolutionary and phylogeographic history of woolly mammoths: a comprehensive mitogenomic analysis. In: Scientific reports 7, S. 44585. DOI: 10.1038/srep44585.";"calibrated median; supplemental data"
Mammuthus primigenius;Wrangel Island, Femur Station 10;71.28;-178.89;0.00772;0.00772;1;W;Late Pleistocene;;Russia;;"Chang, Dan; Knapp, Michael; Enk, Jacob; Lippold, Sebastian; Kircher, Martin; Lister, Adrian et al. (2017): The evolutionary and phylogeographic history of woolly mammoths: a comprehensive mitogenomic analysis. In: Scientific reports 7, S. 44585. DOI: 10.1038/srep44585.";"calibrated median; supplemental data"
Mammuthus primigenius;Wrangel Island, Lemming River;71.3;-179.5;0.008106;0.008106;1;W;Early Holocene;;Russia;;"Chang, Dan; Knapp, Michael; Enk, Jacob; Lippold, Sebastian; Kircher, Martin; Lister, Adrian et al. (2017): The evolutionary and phylogeographic history of woolly mammoths: a comprehensive mitogenomic analysis. In: Scientific reports 7, S. 44585. DOI: 10.1";"calibrated median; supplemental data"
Mammuthus primigenius;Wróblowa, Ujazd;49.788648;21.399204;0.02165;0.01955;2;K;Late Pleistocene;;Poland;;"Nadachowski, Adam; Lipecki, Grzegorz; Wojtal, Piotr; Mi?kina, Barbara (2011): Radiocarbon chronology of woolly mammoth (Mammuthus primigenius) from Poland. In: Quaternary International 245 (2), S. 186–192. DOI: 10.1016/j.quaint.2011.03.011.";
Mammuthus primigenius;Wroc?aw Hallera street 1;51.089935;16.994643;;;;;;;Poland;;"Marciszak, Adrian; Kotowski, Adam; Przybylski, Bogus?aw; Badura, Janusz; Wi?niewski, Andrzej; Stefaniak, Krzysztof (2019): Large mammals from historical collections of open-air sites of Silesia (southern Poland) with special reference to carnivores and rhinoceros. In: Historical Biology 31 (6), S. 696–730. DOI: 10.1080/08912963.2017.1388377.";
Mammuthus primigenius;Wyanet;41.37;-89.65;0.019237;0.019237;2;K;Late Pleistocene;;USA;Illinois;"Chang, Dan; Knapp, Michael; Enk, Jacob; Lippold, Sebastian; Kircher, Martin; Lister, Adrian et al. (2017): The evolutionary and phylogeographic history of woolly mammoths: a comprehensive mitogenomic analysis. In: Scientific reports 7, S. 44585. DOI: 10.1";"calibrated median; supplemental data"
Mammuthus primigenius;Xiaonanshan;46.78;134.03;0.01665;0.014055;2;K;Late Pleistocene;;China;;"Keliang, Z.; Haitao, J.; Yuan, W.; Haowen, T.; Yaping, Z.; Junyi, G. et al. (2022): New radiocarbon evidence on the woolly mammoth and rhinoceros in China. In: Acta Anthropologica Sinica (41), S. 551–562.";
Mammuthus primigenius;Xiaonanshan;46.78;134.03;0.01331;0.01249;1;W;Late Pleistocene;;China;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Xietian;45;127.6;0.0423;0.0353;3;W;Late Pleistocene;;China;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Xietian;45;127.6;0.0426;0.0366;3;W;Late Pleistocene;;China;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Xietian;45;127.6;0.0437;0.0367;3;W;Late Pleistocene;;China;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Xinxingcun, Muling, Hei;44.895004;130.440517;NA;0.0435;NA;NA;Late Pleistocene;;China;;"Keliang, Z.; Haitao, J.; Yuan, W.; Haowen, T.; Yaping, Z.; Junyi, G. et al. (2022): New radiocarbon evidence on the woolly mammoth and rhinoceros in China. In: Acta Anthropologica Sinica (41), S. 551–562.";
Mammuthus primigenius;Xuetian, Wuchang, Hei;30.575208;114.290168;0.052677;0.039423;3;W;Late Pleistocene;;China;;"Keliang, Z.; Haitao, J.; Yuan, W.; Haowen, T.; Yaping, Z.; Junyi, G. et al. (2022): New radiocarbon evidence on the woolly mammoth and rhinoceros in China. In: Acta Anthropologica Sinica (41), S. 551–562.";
Mammuthus primigenius;Yakeshi, Hailar;49.201772;119.818786;0.0349;0.0349;3;W;Late Pleistocene;;China;;"Yang, Shujuan; Lai, Xulong; Shi, Suhua; Cheng, Shenghong; Zhou, Xiugao; Yang, Xiujuan; Yang, Hong (2006): New ancient DNA sequences suggest high genetic diversity for the woolly mammoth (Mammuthus primigenius )*. In: Progress in Natural Science 16 (4), S. 379–386. DOI: 10.1080/10020070612330008.";
Mammuthus primigenius;Yakutia;67.141836;128.833235;0.043;0.043;3;W;Late Pleistocene;;Russia;;"Cappellini, Enrico; Jensen, Lars J.; Szklarczyk, Damian; Ginolhac, Aurélien; da Fonseca, Rute A. R.; Stafford, Thomas W. et al. (2012): Proteomic analysis of a pleistocene mammoth femur reveals more than one hundred ancient bone proteins. In: Journal of proteome research 11 (2), S. 917–926. DOI: 10.1021/pr200721u.";
Mammuthus primigenius;Yakutia, Lena Delta;72.9;123.35;0.034261;0.034261;3;W;Late Pleistocene;;Russia;;"Chang, Dan; Knapp, Michael; Enk, Jacob; Lippold, Sebastian; Kircher, Martin; Lister, Adrian et al. (2017): The evolutionary and phylogeographic history of woolly mammoths: a comprehensive mitogenomic analysis. In: Scientific reports 7, S. 44585. DOI: 10.1038/srep44585.";"calibrated median; supplemental data"
Mammuthus primigenius;Yamal Peninsula;67.1;68;0.0296;0.029;3;W;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Yambuto Lake, Gydan Peninsula;71.02;79.2;0.0277;0.0267;2;K;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Yana River;71;136;0.0374;0.0324;3;W;Late Pleistocene;;Russia;;"Vasil'chuk, Yurij K.; Vasil'chuk, Alla C.; Long, Austin; Jull, A. J. T.; Donahue, D. J. (2000): AMS Dating Mammoth Bones: Comparison with Conventional Dating. In: Radiocarbon 42 (2), S. 281–284. DOI: 10.1017/S0033822200059087.";
Mammuthus primigenius;Yana River, Rhinoceros Horn Site;70.723575;135.407815;0.029;0.027;3;W;Late Pleistocene;;Russia;;"Nikolskiy, Pavel; Pitulko, Vladimir (2013): Evidence from the Yana Palaeolithic site, Arctic Siberia, yields clues to the riddle of mammoth hunting. In: Journal of Archaeological Science 40 (12), S. 4189–4197. DOI: 10.1016/j.jas.2013.05.020.";
Mammuthus primigenius;Yanjiagang, Hei;29.909406;104.863728;0.04459;0.042145;3;W;Late Pleistocene;;China;;"Keliang, Z.; Haitao, J.; Yuan, W.; Haowen, T.; Yaping, Z.; Junyi, G. et al. (2022): New radiocarbon evidence on the woolly mammoth and rhinoceros in China. In: Acta Anthropologica Sinica (41), S. 551–562.";
Mammuthus primigenius;Yekaryakha River;71.55;80.66;0.0325;0.0305;3;W;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Yingxiancun, Qinggang, Heilongjiang;46.933152;126.132013;0.04712;0.04336;3;W;Late Pleistocene;;China;;"Keliang, Z.; Haitao, J.; Yuan, W.; Haowen, T.; Yaping, Z.; Junyi, G. et al. (2022): New radiocarbon evidence on the woolly mammoth and rhinoceros in China. In: Acta Anthropologica Sinica (41), S. 551–562.";
Mammuthus primigenius;Yubari;43.063496;142.129426;0.01641;0.0123;2;K;Late Pleistocene;;Japan;;"Takahashi, Keiichi; Soeda, Yuji; Izuho, Masami; Yamada, Goro; Akamatsu, Morio; Chang, Chun-Hsiang (2006): The chronological record of the woolly mammoth (Mammuthus primigenius) in Japan, and its temporary replacement by Palaeoloxodon naumanni during MIS 3 in Hokkaido (northern Japan). In: Palaeogeography, Palaeoclimatology, Palaeoecology 233 (1-2), S. 1–10. DOI: 10.1016/j.palaeo.2005.08.006.";
Mammuthus primigenius;Yudinovo;52.672122;33.273604;0.0181;0.01769;2;K;Late Pleistocene;;Russia;Brjansk;"Drucker, Dorothée G.; Stevens, Rhiannon E.; Germonpré, Mietje; Sablin, Mikhail V.; Péan, Stéphane; Bocherens, Hervé (2018): Collagen stable isotopes provide insights into the end of the mammoth steppe in the central East European plains during the Epigravettian. In: Quat. res. 90 (3), S. 457–469. DOI: 10.1017/qua.2018.40.";
Mammuthus primigenius;Yudinovo;52.672122;33.273604;0.01823;0.01784;2;K;Late Pleistocene;;Russia;Brjansk;"Drucker, Dorothée G.; Stevens, Rhiannon E.; Germonpré, Mietje; Sablin, Mikhail V.; Péan, Stéphane; Bocherens, Hervé (2018): Collagen stable isotopes provide insights into the end of the mammoth steppe in the central East European plains during the Epigravettian. In: Quat. res. 90 (3), S. 457–469. DOI: 10.1017/qua.2018.40.";
Mammuthus primigenius;Yudinovo;52.672122;33.273604;0.01826;0.01786;2;K;Late Pleistocene;;Russia;Brjansk;"Drucker, Dorothée G.; Stevens, Rhiannon E.; Germonpré, Mietje; Sablin, Mikhail V.; Péan, Stéphane; Bocherens, Hervé (2018): Collagen stable isotopes provide insights into the end of the mammoth steppe in the central East European plains during the Epigravettian. In: Quat. res. 90 (3), S. 457–469. DOI: 10.1017/qua.2018.40.";
Mammuthus primigenius;Yudinovo;52.672122;33.273604;0.01833;0.01792;2;K;Late Pleistocene;;Russia;Brjansk;"Drucker, Dorothée G.; Stevens, Rhiannon E.; Germonpré, Mietje; Sablin, Mikhail V.; Péan, Stéphane; Bocherens, Hervé (2018): Collagen stable isotopes provide insights into the end of the mammoth steppe in the central East European plains during the Epigravettian. In: Quat. res. 90 (3), S. 457–469. DOI: 10.1017/qua.2018.40.";
Mammuthus primigenius;Yudinovo;52.672122;33.273604;0.01837;0.01796;2;K;Late Pleistocene;;Russia;Brjansk;"Drucker, Dorothée G.; Stevens, Rhiannon E.; Germonpré, Mietje; Sablin, Mikhail V.; Péan, Stéphane; Bocherens, Hervé (2018): Collagen stable isotopes provide insights into the end of the mammoth steppe in the central East European plains during the Epigravettian. In: Quat. res. 90 (3), S. 457–469. DOI: 10.1017/qua.2018.40.";
Mammuthus primigenius;Yugoyar Berezovsky;59;69;0.01295;0.01277;1;W;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Yukagir Mammoth;71.866667;140.566667;0.0225;0.01851;2;K;Late Pleistocene;;Russia;;"van Geel, Bas; Aptroot, André; Baittinger, Claudia; Birks, Hilary H.; Bull, Ian D.; Cross, Hugh B. et al. (2008): The Ecological implications of a Yakutian mammoth's last meal. In: Quat. res. 69 (03), S. 361–376. DOI: 10.1016/j.yqres.2008.02.004.     Gilbert, M. Thomas P.; Drautz, Daniela I.; Lesk, Arthur M.; Ho, Simon Y. W.; Qi, Ji; Ratan, Aakrosh et al. (2008): Intraspecific phylogenetic analysis of Siberian woolly mammoths using complete mitochondrial genomes. In: Proceedings of the National Academy of Sciences of the United States of America 105 (24), S. 8327–8332. DOI: 10.1073/pnas.0802315105.         Chang, Dan; Knapp, Michael; Enk, Jacob; Lippold, Sebastian; Kircher, Martin; Lister, Adrian et al. (2017): The evolutionary and phylogeographic history of woolly mammoths: a comprehensive mitogenomic analysis. In: Scientific reports 7, S. 44585. DOI: 10.1038/srep44585.";
Mammuthus primigenius;Yuni;42.982539;141.834043;0.03765;0.03715;3;W;Late Pleistocene;;Japan;;"Takahashi, Keiichi; Soeda, Yuji; Izuho, Masami; Yamada, Goro; Akamatsu, Morio; Chang, Chun-Hsiang (2006): The chronological record of the woolly mammoth (Mammuthus primigenius) in Japan, and its temporary replacement by Palaeoloxodon naumanni during MIS 3 in Hokkaido (northern Japan). In: Palaeogeography, Palaeoclimatology, Palaeoecology 233 (1-2), S. 1–10. DOI: 10.1016/j.palaeo.2005.08.006.";
Mammuthus primigenius;Yuni;42.982539;141.834043;0.04559;0.04463;3;W;Late Pleistocene;;Japan;;"Takahashi, Keiichi; Soeda, Yuji; Izuho, Masami; Yamada, Goro; Akamatsu, Morio; Chang, Chun-Hsiang (2006): The chronological record of the woolly mammoth (Mammuthus primigenius) in Japan, and its temporary replacement by Palaeoloxodon naumanni during MIS 3 in Hokkaido (northern Japan). In: Palaeogeography, Palaeoclimatology, Palaeoecology 233 (1-2), S. 1–10. DOI: 10.1016/j.palaeo.2005.08.006.";
